ID (GT),Missing Time Points,ID (Dino),x (GT),y (GT),z (GT),x (Dino),y (Dino),z (Dino),t,t_start (GT),t_start (Dino),FI (GT),FI (Dino),Track Length (GT),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
2382,28,3762,25.455,414.091,0.818,15.999923,405.99805,0.0,28.0,28.0,11.0,1.0,-0.4429,4.0,11.0,-11.22,1.68,0.218,12.47250755776197,,
2386,37,7533,117.091,460.091,4.091,124.61122,468.51804,4.1638904,37.0,28.0,31.0,1.0,2.94,72.0,7.0,5.07,0.4065,-0.2042,11.294867197998032,,
2386,40,6881,116.545,461.909,4.364,112.00671,457.9998,7.9999967,40.0,28.0,28.0,1.0,1.28,72.0,11.0,-3.018,-2.043,-0.7505,7.007024530177621,,
2386,60,10433,97.818,473.273,4.364,101.69223,480.73007,0.0,60.0,28.0,47.0,1.0,-0.8784,72.0,16.0,-0.3076,0.9263,0.3267,9.469004545241267,,
2386,92,13608,28.364,509.727,2.909,19.99998,510.9995,7.9999924,92.0,28.0,64.0,1.0,6.047,72.0,24.0,-1.804,1.04,-0.5356,9.873919709378736,,
2386,97,18671,27.273,510.091,2.818,21.65901,503.97025,2.4177442,97.0,28.0,91.0,1.0,3.256,72.0,7.0,6.367,-0.2988,0.2177,8.315086829855327,,
2386,98,18671,28.091,510.364,2.818,19.446175,508.20398,2.358254,98.0,28.0,91.0,1.0,3.96,72.0,7.0,6.39,3.719,-0.457,8.922446529150001,,
2386,99,19301,27.909,510.818,2.727,38.999836,506.99786,7.9999666,99.0,28.0,94.0,1.0,-3.242,72.0,6.0,-1.997,-1.89,0.1353,12.860959900536642,,
2388,46,9410,509.818,407.364,7.091,507.56808,407.79947,4.4134007,46.0,43.0,41.0,1.0,5.13,5.0,54.0,9.516,-1.476,0.756,3.5243881935252794,,
2389,29,5665,398.0,169.545,6.909,387.12988,170.70615,0.0,29.0,28.0,21.0,1.0,3.062,8.0,5.0,-9.25,-1.173,-0.269,12.932210141228753,,
2390,44,7320,64.091,329.455,-0.909,60.132713,331.48502,4.0964913,44.0,44.0,30.0,1.0,3.148,4.0,32.0,5.043,0.2256,-0.3318,6.696563322267981,,
2391,77,15533,292.545,6.091,3.818,305.39484,0.0,0.0,77.0,76.0,74.0,1.0,2.293,6.0,14.0,-3.098,-1.195,1.08,14.723986994886925,,
2393,57,10125,166.182,381.091,-0.364,164.09244,378.94974,1.9271072,57.0,29.0,45.0,1.0,3.79,47.0,17.0,9.305,2.602,0.708,3.768345470241774,,
2393,59,10125,162.545,384.455,-0.364,159.86797,386.02435,1.4051884,59.0,29.0,45.0,1.0,3.05,47.0,17.0,5.906,0.5376,-0.1786,3.572026964917056,,
2394,32,7217,278.0,208.0,-0.545,280.08157,210.4759,1.3527417,32.0,29.0,29.0,1.0,3.729,14.0,29.0,8.0,2.14,-0.111,3.750258395740068,,
2394,33,3666,272.636,210.182,-0.545,274.82074,213.28227,1.716722,33.0,29.0,10.0,1.0,4.086,14.0,29.0,6.938,1.397,-0.2389,4.415897343211688,,
2394,34,3666,268.091,212.818,-0.182,269.14508,216.37682,1.3718413,34.0,29.0,10.0,1.0,4.258,14.0,29.0,5.69,1.447,-0.3608,4.023767789570575,,
2399,29,4945,134.818,132.273,4.182,126.52898,125.612724,7.9999967,29.0,29.0,17.0,1.0,2.803,23.0,19.0,-5.84,-1.171,-0.4692,11.297974498014543,,
2399,51,8244,67.727,156.545,-0.455,72.01303,154.13394,2.7160618,51.0,29.0,35.0,1.0,3.48,23.0,23.0,8.57,0.561,0.228,5.851401235936498,,
2400,34,7408,24.0,399.182,8.636,25.720776,395.70163,6.5947003,34.0,29.0,30.0,1.0,5.242,16.0,22.0,9.82,-2.217,-0.269,4.386450711486001,,
2405,30,2569,450.0,176.455,4.0,454.12695,170.25662,7.9999986,30.0,29.0,4.0,1.0,2.12,13.0,43.0,-5.184,-0.968,-0.2983,8.452905993024075,,
2406,37,5683,482.273,246.182,-0.545,482.5033,242.26965,0.8606454,37.0,29.0,21.0,1.0,3.795,11.0,20.0,8.12,3.451,-0.3074,4.1635753389413965,,
2414,88,6340,467.091,207.727,9.909,470.85138,201.26408,6.9307036,88.0,88.0,25.0,1.0,2.426,7.0,60.0,3.201,-2.979,0.0387,8.04860497956341,,
2414,89,6340,466.364,208.273,9.818,470.6156,200.66383,6.9665217,89.0,88.0,25.0,1.0,1.998,7.0,60.0,1.49,-1.65,0.04526,9.170959554172669,,
2414,90,6340,466.727,208.545,9.909,470.55392,200.73991,6.492412,90.0,88.0,25.0,1.0,2.65,7.0,60.0,1.171,-2.049,-0.2832,9.340118851291129,,
2415,31,4360,246.182,362.091,-0.727,247.7421,365.3729,1.5387691,31.0,29.0,14.0,1.0,3.555,9.0,36.0,5.258,-0.3962,0.3657,4.282346230107378,,
2416,32,4294,136.636,393.455,5.727,133.8802,396.80948,4.169585,32.0,29.0,14.0,1.0,4.867,69.0,19.0,8.87,-0.302,1.233,4.612213264000823,,
2416,73,15288,57.364,455.364,1.273,60.438908,447.85098,0.6235523,73.0,29.0,73.0,1.0,2.863,69.0,9.0,3.404,2.436,-0.3223,8.143851118721352,,
2416,74,15288,51.273,457.909,1.455,56.142582,450.7111,0.8482773,74.0,29.0,73.0,1.0,2.469,69.0,9.0,3.734,2.775,-0.04822,8.711527173774947,,
2416,95,18478,45.455,466.273,2.091,49.63557,457.44934,7.9999957,95.0,29.0,90.0,1.0,0.851,69.0,7.0,-5.03,-0.8105,0.1859,11.412728486348865,,
2417,54,11132,498.364,134.182,9.0,500.01352,133.61272,5.302151,54.0,52.0,51.0,1.0,4.26,11.0,12.0,6.01,-0.1503,0.2346,4.08889755014737,,
2418,35,7054,376.455,72.182,8.545,376.18616,71.95735,4.8297954,35.0,29.0,28.0,1.0,5.332,11.0,33.0,10.414,-2.307,-0.428,3.731686989547913,,
2418,36,7054,371.909,77.0,8.818,376.00885,72.78057,3.5678813,36.0,29.0,28.0,1.0,3.75,11.0,33.0,6.527,-0.4092,-0.1592,7.885182680920572,,
2420,36,5957,170.909,501.0,-0.818,169.1857,503.36072,2.1369097,36.0,29.0,22.0,1.0,4.69,9.0,51.0,11.71,1.387,0.12463,4.156230641284737,,
2420,37,5957,166.091,504.818,-0.818,169.00641,503.8139,2.147515,37.0,29.0,22.0,1.0,5.21,9.0,51.0,12.766,-0.2017,-1.077,4.278096713881638,,
2426,53,11413,138.0,2.727,2.818,150.18509,9.553004,0.6090804,53.0,53.0,53.0,1.0,2.107,47.0,5.0,1.731,2.848,-0.18,14.14037038819635,,
2429,57,6324,401.273,453.182,9.182,409.1378,452.50745,3.3835924,57.0,29.0,25.0,1.0,3.783,29.0,31.0,6.008,0.0946,-0.0366,9.79446922697896,,
2430,35,6015,77.455,157.273,9.909,78.98029,155.13112,6.822865,35.0,29.0,23.0,1.0,3.725,7.0,14.0,8.71,-3.818,-0.6714,4.054428289749979,,
2431,33,7734,300.0,489.364,4.091,295.4016,490.4924,5.7166834,33.0,29.0,32.0,1.0,3.63,27.0,4.0,8.35,-2.244,0.1279,5.006137796449055,,
2433,47,8500,279.909,375.273,-0.545,280.81174,379.8124,0.5404867,47.0,35.0,37.0,1.0,2.957,15.0,36.0,4.316,2.7,-0.956,4.753879809532092,,
2435,29,6967,215.545,302.727,9.818,228.42003,308.1323,7.9999976,29.0,29.0,28.0,1.0,3.05,21.0,4.0,-5.656,2.05,-0.2388,14.081505541571405,,
2435,30,2848,215.545,303.273,9.818,225.66206,294.13333,0.0,30.0,29.0,6.0,1.0,1.757,21.0,27.0,-9.48,-0.06665,0.1733,16.801237893455966,,
2435,42,7608,201.909,307.182,8.182,203.01978,305.64514,5.117228,42.0,29.0,32.0,1.0,4.797,21.0,20.0,10.195,-0.9927,0.2815,3.6039697945437865,,
2439,44,6705,435.727,33.636,9.636,438.45532,35.46125,6.30383,44.0,29.0,27.0,1.0,3.568,19.0,20.0,5.562,-1.698,1.546,4.677459192104188,,
2439,45,6705,435.909,34.0,9.545,438.58704,35.340942,6.6200533,45.0,29.0,27.0,1.0,3.736,19.0,20.0,6.285,-3.088,-0.1327,4.186327374537846,,
2443,37,4602,48.091,163.909,5.182,56.30212,159.42511,6.9141593,37.0,29.0,15.0,1.0,3.201,15.0,18.0,3.78,-4.812,-0.5967,9.514627529602857,,
2444,55,10387,510.727,470.727,8.727,510.99954,479.66153,4.3802776,55.0,55.0,47.0,1.0,6.133,17.0,7.0,-5.574,-1.193,0.334,9.93952212106612,,
2448,30,5403,264.091,190.273,4.545,260.06906,182.52298,7.999995,30.0,29.0,20.0,1.0,4.707,71.0,9.0,-5.51,2.143,0.1066,9.390197112628965,,
2448,31,6391,264.273,190.182,4.273,284.32404,193.05388,7.999993,31.0,29.0,25.0,1.0,1.351,71.0,8.0,-7.582,0.657,0.4668,20.595688302119186,,
2448,32,5810,263.909,189.909,4.455,260.85764,197.86322,7.9999986,32.0,29.0,22.0,1.0,3.957,71.0,32.0,-4.266,-1.301,0.553,9.22753643894199,,
2448,54,7231,233.455,220.818,4.0,240.4978,211.82353,2.9952443,54.0,29.0,29.0,1.0,2.807,71.0,28.0,5.363,0.3516,-0.08453,11.467827014634578,,
2451,37,8417,510.364,353.545,7.909,509.28802,344.86615,4.8337197,37.0,37.0,36.0,1.0,5.434,30.0,15.0,10.98,0.9585,0.1147,9.270249144789378,,
2451,50,9420,470.091,384.455,7.273,472.68042,382.45627,5.894564,50.0,37.0,42.0,1.0,4.88,30.0,33.0,5.703,-1.037,-0.3828,3.549662428372022,,
2452,37,7129,302.818,93.818,0.091,299.83444,90.66446,3.0300372,37.0,29.0,29.0,1.0,4.176,22.0,11.0,9.81,1.699,0.739,5.242555146890099,,
2453,33,4928,160.364,249.182,9.091,163.29562,250.16524,6.596162,33.0,29.0,17.0,1.0,4.082,14.0,16.0,8.84,-2.371,-0.4998,3.9730810925834494,,
2454,45,6837,366.545,492.091,-0.091,365.54282,488.786,0.9529122,45.0,29.0,27.0,1.0,3.244,17.0,30.0,5.066,2.922,-0.414,3.607927720133665,,
2460,35,165,289.0,157.273,6.0,290.3346,154.81638,3.3645139,35.0,30.0,0.0,1.0,4.223,19.0,63.0,11.21,1.254,0.4849,3.8421251889668047,,
2462,36,3950,173.545,45.818,9.455,171.80559,48.05096,6.3831935,36.0,30.0,12.0,1.0,3.357,8.0,43.0,7.305,-1.826,0.0922,4.177038745707567,,
2462,37,3950,171.364,47.727,9.818,170.66156,49.079697,6.1866364,37.0,30.0,12.0,1.0,4.914,8.0,43.0,11.23,-1.771,-0.2133,3.938275348780728,,
2465,30,3426,289.727,100.455,8.909,292.03403,98.05362,6.3226795,30.0,30.0,9.0,1.0,4.863,17.0,47.0,10.12,-0.2417,0.1049,4.216404517360765,,
2468,34,655,427.818,55.273,8.909,416.40912,52.8425,3.4233887,34.0,30.0,0.0,1.0,3.479,9.0,37.0,4.42,-0.4583,0.7993,12.890376427361923,,
2470,33,2061,49.636,246.182,-0.364,53.203815,244.92462,1.1089506,33.0,30.0,2.0,1.0,3.402,10.0,46.0,5.75,2.182,0.3254,4.0595433005038,,
2470,34,2061,49.455,246.727,-0.364,53.989567,244.487,0.9501964,34.0,30.0,2.0,1.0,2.488,10.0,46.0,4.465,1.718,0.547,5.225610974351422,,
2470,35,2061,49.818,246.364,-0.364,53.3634,244.14334,0.84542423,35.0,30.0,2.0,1.0,3.346,10.0,46.0,6.38,2.473,-0.2725,4.35475590173676,,
2470,36,2061,51.0,245.909,-0.273,52.80329,242.68433,0.6975904,36.0,30.0,2.0,1.0,3.79,10.0,46.0,7.22,1.328,0.3245,3.819999627954455,,
2470,39,2061,52.273,246.182,-0.455,54.72106,244.2604,1.3829751,39.0,30.0,2.0,1.0,2.82,10.0,46.0,6.67,1.132,-0.008255,3.614373637550487,,
2474,60,10751,337.455,166.818,5.273,334.37955,164.64833,4.0553308,60.0,30.0,49.0,1.0,5.562,44.0,24.0,14.42,-0.9116,0.1323,3.9558284710068863,,
2474,61,10751,337.273,166.818,5.091,335.5573,163.96568,3.946253,61.0,30.0,49.0,1.0,4.86,44.0,24.0,12.54,-1.157,0.2522,3.5199149942021624,,
2475,40,8782,121.636,255.545,3.0,126.540016,250.44095,0.08683853,40.0,30.0,38.0,1.0,3.123,27.0,8.0,-2.863,0.5073,-0.2395,7.65422818323628,,
2484,40,7276,479.455,422.091,5.273,483.6691,411.37076,7.9999957,40.0,30.0,30.0,1.0,4.77,34.0,10.0,-8.15,3.365,-0.1459,11.837174072193855,,
2486,54,2569,437.545,168.273,-0.545,434.30557,170.07901,0.6639372,54.0,30.0,4.0,1.0,3.24,52.0,43.0,5.367,2.83,0.4683,3.900911175423515,,
2486,57,2569,429.636,175.0,-0.455,432.4317,173.08653,0.82897145,57.0,30.0,4.0,1.0,2.8,52.0,43.0,4.402,2.988,-0.752,3.622966825036465,,
2487,33,2166,377.818,186.545,5.545,383.98242,185.3791,5.293739,33.0,30.0,3.0,1.0,3.691,4.0,85.0,9.8,-1.859,-0.04715,6.278736245178728,,
2491,31,4854,287.818,105.182,7.545,289.8327,108.55056,4.938542,31.0,30.0,17.0,1.0,3.979,28.0,18.0,11.51,-2.242,0.329,4.711670178329976,,
2491,32,3426,287.273,104.818,7.545,290.2604,100.61921,6.367819,32.0,30.0,9.0,1.0,4.766,28.0,47.0,9.59,-1.627,-0.4094,5.285844429309369,,
2491,33,3426,286.636,104.364,7.545,289.66968,100.903336,6.4622383,33.0,30.0,9.0,1.0,4.977,28.0,47.0,8.9,-1.806,-0.3823,4.727767185710711,,
2492,43,9006,321.364,438.273,9.0,319.4456,437.70438,6.0905566,43.0,30.0,39.0,1.0,5.33,19.0,6.0,7.43,-1.301,-0.8936,3.531068982929026,,
2492,46,9819,321.909,438.364,9.182,310.8728,445.53952,7.9999986,46.0,30.0,43.0,1.0,2.584,19.0,4.0,-6.1,0.3035,0.01424,13.216766814164584,,
2492,47,10442,322.364,439.364,9.091,317.97296,449.31522,7.999996,47.0,30.0,47.0,1.0,2.621,19.0,5.0,-1.789,-4.348,0.9673,10.931527866589212,,
2492,48,10442,322.0,438.636,8.909,311.66623,446.59592,7.99999,48.0,30.0,47.0,1.0,0.9565,19.0,5.0,-5.66,-2.98,0.7793,13.075680785312846,,
2498,40,7349,55.091,184.636,4.091,55.665676,181.18826,2.8880165,40.0,30.0,30.0,1.0,5.06,38.0,14.0,12.984,0.612,0.01326,3.696529847552718,,
2500,40,4393,501.455,185.727,8.545,501.8665,186.3578,4.614839,40.0,39.0,14.0,1.0,3.8,8.0,40.0,9.13,-1.54,-0.05585,4.001675446100169,,
2503,36,7601,46.818,474.909,-0.364,43.78264,474.25726,1.6515094,36.0,30.0,32.0,1.0,4.184,22.0,20.0,9.11,2.54,-0.358,3.701412365393562,,
2503,41,7601,34.273,480.909,-0.364,31.343643,481.94025,1.8626695,41.0,30.0,32.0,1.0,3.691,22.0,20.0,6.29,1.284,0.2727,3.821343488641039,,
2503,48,7601,35.636,482.818,-0.455,33.11193,480.97876,1.235882,48.0,30.0,32.0,1.0,3.574,22.0,20.0,7.97,2.688,-0.6836,3.5514525310672345,,
2507,32,4294,132.364,400.636,5.909,133.8802,396.80948,4.169585,32.0,30.0,14.0,1.0,4.867,13.0,19.0,8.87,-0.302,1.233,4.468409369409334,,
2510,37,6511,415.636,473.818,4.545,422.78168,473.14423,4.6989026,37.0,31.0,26.0,1.0,2.645,9.0,26.0,4.883,-2.174,0.1975,7.179024633304048,,
2511,41,7455,425.636,5.273,-0.364,420.1051,8.727668,3.3748128,41.0,31.0,31.0,1.0,3.232,12.0,37.0,5.895,-1.058,0.1836,7.516934678023229,,
2511,42,7455,419.364,6.182,-0.455,417.52606,10.23807,2.8672106,42.0,31.0,31.0,1.0,3.365,12.0,37.0,8.02,-0.389,0.05737,5.55579072313315,,
2518,61,10681,98.091,9.727,-0.455,101.88056,10.271393,0.9916623,61.0,56.0,49.0,1.0,3.646,6.0,47.0,9.03,1.108,-0.2983,4.092671565406923,,
2524,45,3426,294.909,93.455,9.455,295.12598,93.35839,5.227676,45.0,39.0,9.0,1.0,4.082,38.0,47.0,8.086,-1.513,-0.08624,4.233991262801096,,
2524,46,3426,293.727,93.182,9.273,293.82513,93.135414,5.483491,46.0,39.0,9.0,1.0,4.426,38.0,47.0,8.53,-0.9023,-0.01976,3.791065577562198,,
2524,47,7986,294.545,93.182,9.545,294.3701,91.232445,5.2015514,47.0,39.0,34.0,1.0,5.82,38.0,43.0,11.51,-0.8184,0.383,4.7641264098328655,,
2532,43,8016,7.0,507.727,-0.364,9.674874,506.16074,1.6837616,43.0,31.0,34.0,1.0,3.338,13.0,18.0,8.54,1.45,-0.179,3.715030130955947,,
2534,59,8590,182.545,286.182,6.273,181.23926,283.2874,3.4347613,59.0,48.0,37.0,1.0,5.266,52.0,31.0,11.555,-0.451,0.1931,4.259021604286342,,
2534,72,13485,167.0,298.455,5.545,168.62804,300.59927,1.9237498,72.0,48.0,64.0,1.0,4.355,52.0,10.0,8.17,0.8223,-0.4832,4.512411892270038,,
2534,80,15349,166.182,296.636,6.182,167.34131,296.89328,2.4797556,80.0,48.0,74.0,1.0,5.58,52.0,10.0,12.61,0.961,-0.6196,3.88803372822708,,
2534,81,16813,166.545,296.727,6.091,168.44186,296.16284,2.771732,81.0,48.0,81.0,1.0,4.52,52.0,18.0,11.09,-0.07477,-0.209,3.864439729252349,,
2541,31,7583,127.0,275.636,7.0,134.21117,271.61722,2.4939556,31.0,31.0,31.0,1.0,3.633,37.0,28.0,3.875,-0.752,0.73,9.40510508139446,,
2541,59,12102,96.273,294.0,6.364,100.39909,298.99597,5.808461,59.0,31.0,56.0,1.0,3.36,37.0,34.0,7.906,-1.339,-0.5503,6.503303661180296,,
2544,48,7093,249.727,474.727,6.545,255.05301,473.99976,6.249694,48.0,31.0,29.0,1.0,3.95,19.0,41.0,8.86,-2.549,-0.02461,5.383536585863976,,
2544,49,4545,244.727,477.818,6.909,243.37973,469.8452,3.1457248,49.0,31.0,15.0,1.0,3.426,19.0,46.0,3.781,1.127,0.5073,8.918683564508564,,
2550,34,6469,508.182,387.273,6.364,506.38943,391.4918,1.3411167,34.0,31.0,25.0,1.0,4.76,46.0,11.0,7.27,0.937,-0.3452,6.800068918056554,,
2551,41,8191,441.727,370.182,8.545,439.20578,371.31772,6.0104265,41.0,32.0,35.0,1.0,4.156,30.0,27.0,8.586,-1.252,0.1722,3.7510629205202735,,
2551,43,8191,441.0,369.727,8.273,438.6443,371.0262,5.8887386,43.0,32.0,35.0,1.0,4.484,30.0,27.0,9.42,-1.449,0.3015,3.594710774670214,,
2552,52,11196,504.545,366.727,0.0,497.39386,367.33795,0.0,52.0,51.0,51.0,1.0,2.943,30.0,39.0,-4.855,0.75,0.592,7.17719048110749,,
2552,53,7269,499.545,368.455,0.364,496.16693,356.29956,6.0831385,53.0,51.0,30.0,1.0,3.19,30.0,54.0,4.594,-1.347,-0.1475,13.851881594234138,,
2558,32,6755,221.636,384.636,3.0,216.78253,389.83395,7.999998,32.0,32.0,27.0,1.0,2.068,42.0,7.0,-2.318,-2.918,0.9604,8.693378816283332,,
2568,36,4261,424.818,468.091,0.727,420.6253,469.53146,2.6297848,36.0,32.0,13.0,1.0,5.39,5.0,28.0,11.695,0.717,-0.07916,4.824339156476354,,
2570,39,8811,264.182,172.091,-0.455,265.80225,176.09335,1.9502562,39.0,32.0,38.0,1.0,4.844,10.0,7.0,10.99,0.4204,-0.6924,4.942597795960973,,
2570,40,8811,264.455,171.818,-0.455,266.01425,175.53789,1.9632704,40.0,32.0,38.0,1.0,2.508,10.0,7.0,8.98,0.5835,0.1704,4.702858056768901,,
2573,50,6737,277.727,312.818,0.909,280.31155,310.26303,1.1641959,50.0,32.0,27.0,1.0,4.38,24.0,54.0,8.67,2.959,-0.02234,3.6431985055410903,,
2573,54,6737,261.545,325.364,0.0,267.85074,328.78793,1.1119411,54.0,32.0,27.0,1.0,3.873,24.0,54.0,7.395,1.611,-0.03064,7.260996254121672,,
2573,55,6737,257.182,327.091,-0.818,265.1304,333.7053,1.100033,55.0,32.0,27.0,1.0,4.74,24.0,54.0,5.332,2.426,0.221,10.516885358274523,,
2574,34,1032,73.545,143.909,8.182,75.09318,148.46602,2.7920508,34.0,32.0,0.0,1.0,4.367,7.0,35.0,11.48,0.5938,0.5337,7.225984014055151,,
2574,38,7352,55.364,152.273,9.364,53.420685,153.31343,6.4749026,38.0,32.0,30.0,1.0,3.053,7.0,7.0,4.113,-1.666,-0.6797,3.6339856302428863,,
2580,73,12480,61.0,239.636,7.727,59.38407,249.3773,7.999996,73.0,32.0,58.0,1.0,1.636,66.0,10.0,-6.84,1.103,0.1425,9.878192257235932,,
2582,43,7996,287.0,26.636,9.727,278.9615,17.177946,0.0,43.0,43.0,34.0,1.0,3.959,22.0,7.0,-3.828,2.35,0.2175,15.76980648952028,,
2583,46,9305,191.182,213.545,1.0,183.91476,214.0503,0.1397723,46.0,41.0,41.0,1.0,2.809,6.0,17.0,2.639,0.889,0.09717,7.335400261979376,,
2584,38,8861,401.545,478.273,7.273,410.36676,479.1877,3.888343,38.0,32.0,38.0,1.0,3.707,15.0,6.0,4.78,-1.188,-0.143,9.492946254732969,,
2586,38,8218,283.727,235.636,3.636,282.36972,245.4969,6.033237,38.0,32.0,35.0,1.0,3.875,12.0,35.0,5.79,-2.26,0.4988,10.23847171420468,,
2590,42,5499,380.727,252.0,-0.818,370.4975,256.37686,6.2636695,42.0,42.0,20.0,1.0,5.137,4.0,27.0,8.6,-2.865,-0.3735,13.188996042793775,,
2590,43,5499,378.636,258.364,-0.727,370.4581,256.42035,6.175635,43.0,42.0,20.0,1.0,4.32,4.0,27.0,10.31,-2.469,-0.7114,10.876681188474972,,
2592,40,7088,294.182,491.545,6.182,298.81827,490.71472,3.8941662,40.0,32.0,29.0,1.0,4.406,9.0,29.0,13.44,-0.981,0.00868,5.236272327498081,,
2593,34,6167,278.636,120.182,6.364,277.0143,113.7391,3.8941298,34.0,32.0,24.0,1.0,3.795,11.0,23.0,11.54,-0.3262,0.0934,7.08809777760213,,
2594,50,4456,418.727,408.909,-0.727,412.6458,411.65433,0.0,50.0,32.0,14.0,1.0,1.278,21.0,34.0,-6.8,0.45,-0.1348,6.711658457408253,,
2595,36,6809,98.727,261.818,-0.909,99.646194,264.10132,1.6932766,36.0,36.0,27.0,1.0,4.133,11.0,24.0,8.016,1.6045,-0.4758,3.581942396932641,,
2596,34,7557,61.636,12.727,5.273,64.28904,14.652668,6.5890865,34.0,32.0,31.0,1.0,5.56,20.0,6.0,8.52,-3.973,-0.579,3.5325489612043928,,
2605,55,9062,182.818,92.182,8.727,185.58139,92.90183,6.1666455,55.0,32.0,40.0,1.0,4.094,61.0,14.0,6.95,-1.232,0.2167,3.8353480528721486,,
2605,56,2584,182.182,92.0,8.636,183.51646,90.17143,5.8437448,56.0,32.0,4.0,1.0,4.875,61.0,38.0,8.41,-1.447,-0.1787,3.594598842489528,,
2606,32,7110,253.909,383.273,8.091,263.123,381.45737,7.9999986,32.0,32.0,29.0,1.0,2.867,4.0,5.0,-5.242,1.626,-0.332,9.39162337147854,,
2606,34,7112,253.091,383.909,7.909,252.58221,381.61462,5.183559,34.0,32.0,29.0,1.0,4.36,4.0,4.0,9.69,-1.373,-0.3682,3.598760271674255,,
2616,34,6008,495.727,429.364,7.727,494.50647,429.45584,3.6019871,34.0,33.0,23.0,1.0,6.34,8.0,42.0,11.81,0.0683,0.11414,4.3027734650648775,,
2616,35,6008,496.636,429.636,7.727,495.24814,429.1323,3.8132756,35.0,33.0,23.0,1.0,6.04,8.0,42.0,12.5,0.2795,0.3142,4.182954428242738,,
2616,36,6008,496.455,429.818,7.909,495.81747,429.46738,3.6735363,36.0,33.0,23.0,1.0,5.805,8.0,42.0,11.53,1.6,0.0817,4.297502953962644,,
2616,37,6008,495.364,429.273,7.818,495.79684,429.48798,4.0140495,37.0,33.0,23.0,1.0,5.254,8.0,42.0,12.805,-0.1908,0.3938,3.8345281681649226,,
2616,38,6008,495.545,429.455,8.0,495.9129,429.8256,3.8581898,38.0,33.0,23.0,1.0,5.45,8.0,42.0,12.57,1.231,-0.543,4.174600160832656,,
2616,39,7632,495.273,429.0,8.364,495.83057,430.04294,4.1077385,39.0,33.0,32.0,1.0,4.594,8.0,7.0,13.91,-0.804,0.2703,4.417507227485002,,
2618,48,7858,66.818,126.727,-0.182,60.90115,128.11375,0.0,48.0,33.0,33.0,1.0,0.6978,27.0,26.0,-4.277,-0.8594,-0.3682,6.079910647780934,,
2618,49,10776,63.818,129.091,0.091,69.8973,126.62101,0.0,49.0,33.0,49.0,1.0,2.717,27.0,16.0,-6.98,-0.449,-0.1582,6.5625467686028784,,
2620,36,7083,452.545,471.545,9.0,458.3273,478.18588,6.504718,36.0,33.0,29.0,1.0,5.14,13.0,5.0,2.906,-1.396,-0.3677,9.152197152811086,,
2620,43,9818,424.636,490.182,8.182,425.8789,491.45447,5.0680256,43.0,33.0,43.0,1.0,4.945,13.0,5.0,9.55,-1.34,-0.0132,3.586198108687704,,
2620,44,9815,424.0,489.909,8.182,425.53888,491.04333,5.0198765,44.0,33.0,43.0,1.0,3.812,13.0,4.0,8.96,-1.964,-0.2483,3.695115861857697,,
2626,39,2229,376.545,405.091,9.182,373.64334,405.46387,6.1499224,39.0,33.0,3.0,1.0,5.547,35.0,35.0,9.52,-2.178,-0.3804,4.213330910920919,,
2626,40,2229,370.909,401.909,9.0,372.75226,405.49194,6.105712,40.0,33.0,3.0,1.0,4.766,35.0,35.0,10.11,-1.332,-0.1781,4.961045202187137,,
2630,39,1906,464.455,138.636,-0.273,462.56262,141.14424,1.5636538,39.0,33.0,2.0,1.0,4.145,29.0,54.0,7.03,1.001,0.03876,3.639459732302922,,
2630,40,1906,465.182,138.545,-0.273,462.70306,140.30208,1.5392145,40.0,33.0,2.0,1.0,3.629,29.0,54.0,7.953,1.92,-0.381,3.5378800211440704,,
2630,61,12255,453.545,142.818,-0.545,454.2138,140.2687,6.967455,61.0,33.0,57.0,1.0,3.307,29.0,8.0,2.145,-1.939,0.4583,7.961356923102057,,
2641,93,18383,361.909,7.545,-0.909,372.85995,0.0,0.4049964,93.0,93.0,90.0,1.0,5.01,7.0,6.0,-6.418,-4.45,0.2048,13.363267468763532,,
2641,94,5240,355.909,8.182,-0.182,366.27365,17.771767,6.6703076,94.0,93.0,19.0,1.0,4.01,7.0,64.0,3.787,-1.747,-0.4856,15.695340715696696,,
2641,96,19497,346.455,7.818,1.0,354.999,10.9999695,7.9999776,96.0,93.0,96.0,1.0,7.73,7.0,4.0,0.2515,-5.734,-0.64,11.494544458108496,,
2641,97,18138,342.455,7.818,1.455,341.31558,0.0,7.999998,97.0,93.0,88.0,1.0,2.773,7.0,8.0,-5.637,-1.788,-0.0427,10.259454213378213,,
2641,98,19497,339.091,7.909,2.182,352.52142,1.0177864,7.9392624,98.0,93.0,96.0,1.0,1.811,7.0,4.0,-5.17,-2.457,0.2208,16.15583722992027,,
2641,99,19497,334.545,8.818,3.091,347.07004,0.42690042,7.999997,99.0,93.0,96.0,1.0,2.527,7.0,4.0,-9.73,3.967,0.44,15.855138936921522,,
2646,47,9076,150.273,180.636,-0.455,152.91084,177.90324,1.5688521,47.0,33.0,40.0,1.0,2.625,18.0,15.0,6.273,0.848,0.09656,4.303737260320894,,
2646,48,9076,146.545,184.273,-0.545,152.6783,177.48682,1.2767433,48.0,33.0,40.0,1.0,3.52,18.0,15.0,5.258,1.889,0.012146,9.32675487688484,,
